N,P,K,temperature,humidity,ph,rainfall,label
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,blackgram
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,chickpea
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,mungbean
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
87,48,25,18.65396672,61.37879671,6.656730008,93.62039175,maize
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,apple
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee
8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,papaya
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,mothbeans
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,chickpea
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,apple
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,mango
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,apple
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,lentil
116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes
3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,kidneybeans
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,apple
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
100,14,49,29.48882958,91.07574233,6.365956658,26.01909355,muskmelon
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,coconut
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea
90,23,54,28.55852465,90.45773041,6.159020864,27.26588346,muskmelon
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
6,139,199,25.67385024,81.6212135,6.29099842,74.10919422,grapes
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,mothbeans
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,muskmelon
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana
62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,jute
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,lentil
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil
29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,blackgram
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana
25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
111,41,18,23.64328417,78.1258666,6.10539819,80.96157332,cotton
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,mungbean
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,coconut
111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,muskmelon
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,jute
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
4,136,204,29.93707596,81.77713468,5.898944282,65.52279323,grapes
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil
110,21,54,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
33,121,203,22.45696744,94.76285385,5.605934087,114.8407725,apple
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
80,18,51,28.05380704,91.81758779,6.706053225,20.76582087,muskmelon
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
