N,P,K,temperature,humidity,ph,rainfall,label
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,coffee
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,blackgram
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,lentil
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
4,13,6,15.63211033,94.25966183,7.561143224,101.4705704,orange
111,40,25,24.484692,84.44932014,6.187455799,90.94342484,cotton
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
113,6,52,27.76317235,90.35567642,6.740983646,25.21609113,muskmelon
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil
6,123,203,12.7567962,81.62497448,6.130310493,66.77844567,grapes
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,coconut
2,120,203,23.12652652,94.71203306,5.893492999,108.6211833,apple
117,25,54,28.68275966,92.50969311,6.150686364,29.11187663,muskmelon
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,mothbeans
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,chickpea
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton
1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,apple
119,19,55,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
39,139,201,41.18664903,81.01783402,5.539980812,68.68895899,grapes
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,kidneybeans
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
110,7,45,26.63838589,84.69546874,6.189213927,48.32428609,watermelon
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice
39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas
131,35,18,24.49112609,82.24415809,7.057693366,64.02949379,cotton
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,coffee
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil
82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,muskmelon
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,pigeonpeas
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
81,45,23,19.32666088,68.034493,6.192360003,84.22969177,maize
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon
32,145,203,23.83053666,90.84422164,6.406818518,109.5966791,apple
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,lentil
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,mungbean
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,blackgram
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,mango
108,36,19,22.78249615,77.51235009,7.238566893,64.61444234,cotton
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana
113,30,50,26.03967219,83.9862443,6.277484043,43.87712348,watermelon
36,144,196,23.65167552,94.50528753,6.496934492,115.3611268,apple
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,apple
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,coconut
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
27,145,205,9.467960445,82.29335466,5.800242694,66.02765219,grapes
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,lentil
88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,mungbean
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,apple
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
29,121,196,22.84852833,94.32130209,6.079497202,123.5977843,apple
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
22,30,12,15.78144173,92.51077745,6.354006744,119.035002,orange
33,12,8,25.26052689,90.31153735,6.822282114,117.3695296,orange
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton
34,140,198,21.70416965,93.44006288,5.751707342,115.1781396,apple
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,apple
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
